SST,Salinity,Chlorophyll,Coral_Health
26.735256,35.002834,1.3427005,0.6915897
26.425598,34.851517,1.7045761,0.36198378
25.571304,35.060146,1.1454977,0.64520913
26.275187,35.418125,1.6326149,0.92470086
26.22416,35.05928,1.482857,0.63548404
25.689404,34.91192,1.6167902,1.0
25.476295,34.647377,1.447923,0.5649396
27.341515,35.574833,1.1103953,0.7201041
26.881893,34.79051,1.9979676,0.40172434
26.729177,34.542465,1.3104193,0.5610199
25.046408,34.55458,1.592936,0.6324586
25.511414,35.49295,1.0581492,0.73048156
25.70281,35.083454,1.540517,1.0
28.66231,35.046474,1.5061402,0.8351166
28.862503,34.833572,1.6505958,1.0
26.717386,35.265865,1.3069011,0.20555432
24.717676,35.122612,1.4379084,0.7997854
25.000751,34.88038,1.3238734,0.90252197
25.377861,35.19753,1.2920141,0.92139566
24.649982,35.257107,1.5124162,0.1992504
25.68801,35.004192,1.1720818,0.7334952
25.675766,34.85016,1.4828379,0.6018973
25.10442,35.48751,1.4218305,0.88586503
24.54891,34.649532,1.7761664,0.515549
25.650646,35.07063,1.263702,0.7509485
24.945477,35.33133,1.5438814,0.76873255
27.736542,34.546535,1.7782636,0.9178997
26.39208,34.63481,0.9221492,0.53667825
25.888836,34.453163,1.4203128,0.6150009
26.242418,34.71613,2.0775728,0.38653308
24.746864,35.025303,1.5725158,0.88393605
24.805222,35.24056,1.3297443,0.6785841
25.762356,35.023396,1.2174175,0.98904717
24.453775,35.291725,1.0482965,0.8169579
25.788298,35.01031,0.9627149,0.7755764
27.177994,35.74441,0.88838315,1.0
25.51659,35.252155,0.8612731,0.6836331
26.025372,35.498913,1.7305253,0.7143929
26.945654,35.39711,1.2851547,0.9031982
26.056133,35.173653,1.515058,0.6730422
26.962019,35.02873,1.2346908,0.7484811
27.506119,34.738323,1.1573316,0.7523144
26.096556,34.94252,1.4807192,0.6650917
26.961287,35.30366,1.5391697,1.0
25.832771,34.826836,1.4683069,0.6783807
25.727005,34.89259,1.2589056,0.7508134
25.728046,35.26589,1.3820008,0.80686826
23.913946,35.24429,1.5576599,0.71213984
27.079815,35.04232,1.1685169,0.64151776
26.821512,35.05208,0.8324975,0.68310827
25.07166,35.06119,0.9712785,0.6559809
25.358517,35.060917,0.8923449,0.8302544
25.1618,34.8923,0.8521265,0.6402569
27.868263,34.810375,1.041107,0.7761791
26.753065,35.179707,1.9184206,0.48142654
26.84661,35.183647,1.2711823,1.0
24.474356,34.636368,1.1254526,1.0
25.077885,34.800083,1.4143325,0.7181638
23.889902,35.26503,1.1401855,0.6639639
26.513792,34.521633,1.4543562,0.7202986
27.653095,35.164005,1.5850794,0.9035594
25.742868,34.594036,1.8720279,0.893818
25.60284,35.23873,1.3335764,0.8658481
28.737413,34.83352,1.2921855,0.7823752
27.151197,35.301285,1.2568896,0.7355085
24.057981,34.853016,1.0927477,0.57029116
23.49611,35.165565,1.174067,0.65290934
26.943634,35.081257,1.6140313,0.5986885
26.409702,35.2216,1.3287939,0.5768006
25.685009,35.060635,1.1636986,0.6471203
25.901047,35.09339,1.6455821,0.6717654
25.04721,35.455948,1.5336663,0.63702726
24.011982,35.154366,1.3321564,0.9667398
26.022251,34.68339,1.1296529,0.8639066
25.181406,34.31241,1.6820351,0.39069828
24.623419,35.40895,0.92949414,1.0
25.624434,34.921925,2.0089889,0.4603004
25.798622,34.977417,1.0655196,0.63623583
24.31534,34.646336,0.96810526,0.72520864
27.410332,35.00142,1.2872047,0.64303654
27.605324,35.192234,1.451307,0.8990956
27.192366,35.280785,1.3988824,0.69942856
26.673107,35.281178,1.6118644,0.5601354
23.755335,34.98698,1.2440258,0.6703579
26.597702,35.16999,1.138606,1.0
27.139532,34.964382,0.916361,0.9847194
26.575068,35.4535,1.4316713,1.0
27.16902,34.82398,1.5065948,0.7656615
27.194908,34.891994,0.9714224,1.0
26.43555,34.91461,1.1186893,0.32547864
26.05453,35.07764,1.7136748,1.0
25.751064,35.12397,1.5859532,0.8316436
25.92328,35.83543,1.052083,0.66118836
25.049467,35.003483,1.0452158,1.0
26.272455,34.815113,1.1682637,0.40716746
25.967892,35.19339,1.1748383,0.72411424
26.265137,34.882153,2.1334748,0.73411995
26.441063,35.174683,1.1410253,0.9234257
26.274849,34.94159,1.3398921,0.7523037
26.561914,34.46132,1.067947,1.0
24.96871,35.09948,1.274054,0.82694083
26.283667,35.55304,1.601952,0.6636257
24.517181,34.960476,1.1020315,0.7114369
25.442293,35.077503,0.9069187,0.63333887
25.715544,35.434452,1.189021,0.5351015
25.184336,35.083916,1.7137356,0.5953066
27.124826,35.510956,1.471988,0.535411
25.672628,35.217678,1.3759491,0.5482432
25.181389,34.92604,1.6779802,0.5629187
27.336334,34.732307,1.4725085,0.34687996
26.009617,34.863968,1.1691041,0.77325416
25.516426,35.63214,1.6966964,0.58718294
26.84032,34.70332,1.5422395,0.758777
25.490976,34.893642,1.4607424,0.9366831
26.332682,34.845448,1.7301656,0.47462246
26.467062,35.114304,1.8784847,0.8109855
27.252497,35.136856,1.6926708,0.49696344
26.495848,34.829964,1.4346638,0.5359912
26.030497,35.302902,1.7592167,1.0
23.860596,35.383118,1.2104459,0.79572845
27.20623,35.131157,1.288247,0.56793106
26.554052,34.99006,1.2320329,0.55726415
27.541027,35.044895,1.6535182,0.76706445
26.134523,35.040615,1.7041814,0.5668045
24.979488,34.971584,1.5467591,0.44265744
27.415436,34.56363,1.3084586,0.8965942
24.918459,35.186802,1.0191526,0.7608497
27.420078,34.84915,1.9962443,0.639851
27.498203,34.76935,2.0667539,0.6202635
26.241026,35.07275,2.0273242,0.7556464
26.378983,35.228218,1.0405197,0.7447556
26.176184,35.04828,1.0610404,0.8207819
26.589048,34.81083,1.8796695,0.37028813
26.478704,35.036545,1.2395521,0.3486227
25.975365,34.818394,0.9866896,0.7411884
25.039373,34.87461,1.4023888,0.4910554
25.313559,34.72649,1.4728014,0.80159223
25.366165,34.940517,1.7665805,0.92291105
24.342863,35.59306,1.9210687,0.57035077
26.377174,34.71961,1.5872321,0.6451497
24.570173,35.315907,1.3282039,0.73867434
25.709927,34.526154,1.8055059,0.9004416
24.417631,34.959045,1.084285,1.0
26.422783,34.80264,1.0130886,0.7443275
25.503876,34.597027,1.7128217,0.7452508
26.21446,35.466915,1.2059344,1.0
25.75406,34.40512,1.0440964,0.80255234
26.601576,35.27985,1.3404624,0.58321637
25.304272,34.790825,1.3237315,0.47028384
25.916327,35.267612,1.3374715,1.0
26.116331,35.255985,1.3861068,0.36415073
25.409256,34.556313,1.7286925,0.5538639
25.22072,35.01217,1.6572365,0.5720406
26.018574,34.543514,1.0860718,0.6665192
25.362097,34.504856,1.2462374,0.75325614
25.510948,34.44603,1.3400896,1.0
25.804867,35.561462,1.565366,1.0
26.039673,34.932102,1.0095327,0.7749194
27.619722,34.70118,1.490915,0.87152123
25.934828,34.922867,1.1965516,0.47097796
26.677217,35.487297,1.6519974,0.4587031
27.391523,34.64744,1.3384113,0.4205476
25.394148,34.923527,1.6957769,1.0
27.1783,35.755726,1.4756038,0.83491075
24.52631,35.665455,1.4549463,0.833248
28.010994,34.983185,1.5037678,0.48197484
23.646646,34.49532,1.2880117,0.5920621
24.828482,34.86669,0.86383235,0.5861927
24.141424,34.998516,1.4110489,0.5005988
26.045397,35.35268,1.6254553,0.81531286
28.199871,34.812466,1.220878,0.7786435
26.260622,34.769333,1.738621,0.6184373
24.433228,35.199528,1.629049,0.5972952
26.767015,35.212635,1.4515902,0.48188412
23.497986,34.653805,1.3130152,0.8601998
27.54131,35.4025,1.4763625,0.33342364
25.677692,34.989594,1.0063517,0.6601397
25.06784,35.426353,1.2669443,0.5696142
26.488358,34.88853,1.3269336,0.65469086
25.542585,34.920517,1.0992777,0.82337797
25.970375,34.884197,1.0879576,0.42813507
26.781834,35.06316,1.7532398,0.83121264
26.855822,34.8411,1.3621507,0.2977333
26.331612,35.004475,1.3472264,0.71813345
26.672432,35.039913,1.4661864,0.8477843
23.531075,34.785004,1.1861656,0.66202736
26.076794,35.799988,1.0383606,0.62589747
25.627352,34.744568,1.4739157,0.9071161
26.316975,34.761753,1.5083618,0.72863334
26.742323,35.557976,1.8127654,0.5236737
26.921417,35.029106,1.6927927,0.8220735
26.549145,35.167885,1.3406702,0.8510292
26.645926,34.02799,1.9381953,0.28973255
27.246635,34.77592,1.6737657,0.50764996
26.650534,34.977848,1.127744,0.67431414
24.442226,35.106804,1.1328049,0.2940903
26.107016,35.1512,1.4259573,0.6431229
26.96739,34.806564,1.2307203,0.7625229
26.59504,34.808502,1.185689,0.857897
24.537535,35.33088,1.3227134,0.6632386
23.303892,35.417797,1.8637943,0.6946856
26.570456,34.689716,1.8079438,0.74097073
24.7394,35.148804,1.2044623,0.57784796
27.502583,34.881493,1.8999927,0.8677731
26.00169,34.466908,1.4166831,0.74803555
24.03755,35.04729,1.7785274,0.77881956
25.871155,34.687042,1.5835512,0.7308592
25.074278,35.12808,1.2297106,0.32436225
25.62457,35.291275,1.7366242,0.7270178
24.803951,34.916054,2.02794,0.6920476
23.795166,35.15757,1.7105993,0.7629811
27.183535,34.608982,1.3281002,0.45637986
26.914385,34.64718,1.3846422,0.7587436
27.594395,35.10362,1.4112903,0.9739581
26.169851,35.5544,1.65513,0.6277894
25.844076,35.035973,1.3961066,1.0
24.764341,35.6828,1.1686122,0.6297206
25.119644,35.441833,1.1865904,0.57865506
25.540754,35.364346,1.5850419,0.9538025
24.130579,34.92734,1.2734972,0.9983451
25.809992,35.137817,1.2317934,0.7012257
25.828476,35.448112,1.0205916,0.4606342
27.749424,34.777973,1.1861949,0.5213878
26.156763,34.86398,1.2141494,0.80604523
28.089983,34.967445,1.379676,0.64945114
28.776215,35.55622,1.6979973,0.95261323
25.443705,34.98433,1.6551405,0.78199077
26.048145,34.98218,1.3205086,0.87934583
26.008547,35.464787,1.5295769,0.7932917
27.00529,35.046284,1.2242473,0.36901605
25.757208,34.802013,1.4390436,0.8796382
23.931452,34.367973,0.9180025,0.819502
25.104887,35.149086,0.8310934,0.5018312
24.789585,35.08433,1.1733861,0.39202163
25.595602,35.21977,1.4093015,0.6705355
26.170992,34.980194,1.1714144,0.8199715
24.976454,34.621872,1.2262887,0.7591007
25.60141,35.307682,1.0432749,0.5243917
24.29903,35.54275,1.1424091,0.7195931
24.748867,34.960533,1.6136489,0.9774005
26.046436,34.82327,1.143656,0.5788953
27.745743,34.900707,1.2576898,0.7169148
26.601189,35.129383,1.3734553,0.9447422
26.173824,35.285275,1.3009437,0.81645054
26.562431,34.98165,1.4100745,1.0
27.225246,34.72978,1.3957243,0.6604308
24.767662,34.93323,1.4450799,0.7246085
25.413223,35.370792,1.0029489,0.53515923
25.99418,34.67266,1.2789241,0.92405444
24.753798,35.061333,1.4442974,0.5905064
25.52198,34.723907,1.3723706,0.82120734
25.79508,35.131527,1.502599,0.7004224
27.70479,34.88306,1.3077738,0.3035617
23.016912,35.27479,2.1430485,0.82709414
25.928871,35.275505,1.6314132,0.62091565
25.191618,35.1769,0.9149921,1.0
25.46329,35.05189,1.1880301,0.24360737
25.848658,35.553436,1.2340397,1.0
24.9107,34.96141,1.3370323,0.6386254
27.31327,34.72721,1.0845761,0.7516697
26.116955,34.706863,1.9617869,0.81680614
24.448065,34.776115,1.3351138,0.90975887
26.521708,34.786854,1.6374774,0.5745977
26.459442,35.03396,1.1554983,0.83108443
25.874273,35.134975,1.04477,0.17860909
26.286076,35.34285,1.3035517,0.9507167
24.81455,34.797276,1.3061992,0.40220058
25.979935,35.32809,1.569609,0.6880802
27.007961,34.8327,1.626312,0.7752968
24.346516,35.079483,1.4178233,0.6543295
27.036226,35.10514,1.168071,0.6663317
25.466974,35.109535,1.1869696,0.89455384
25.444534,34.78868,1.8361793,1.0
27.471474,35.141323,1.3538707,0.7068018
25.947016,35.291725,1.1498185,0.7071937
26.787457,35.307945,1.2894742,0.95940006
26.393177,34.95829,1.2282732,0.6696948
24.539282,34.869915,1.0539466,0.789
27.841688,34.7787,1.2528554,0.6093929
24.162004,34.766296,1.2639673,0.3883286
27.351513,35.050995,1.5006014,0.82901675
26.207024,34.952637,1.5248677,0.55847186
25.154222,35.312756,1.2412922,0.6431602
26.76725,35.033268,1.1428448,0.6818206
25.681072,34.912666,1.4099051,0.46717793
25.579773,34.978016,1.3801153,0.8598413
26.498232,34.967712,1.2552402,0.86825734
25.583544,34.809525,2.0020914,0.9278414
23.96095,34.692368,1.2703094,0.4700334
28.167181,35.281387,0.9522356,0.6181426
24.080946,34.310257,1.3423091,0.82610065
26.007473,34.88401,1.3932856,0.28934038
24.569763,34.681572,1.1633639,0.62904423
27.627556,35.245518,1.569866,0.9453303
26.225502,35.3182,1.0844297,0.13344565
26.734903,35.120712,1.2268237,0.3173329
25.706707,34.827763,1.7620853,0.43492207
26.586426,34.87867,1.5260384,0.96506363
26.77425,34.98212,1.311544,0.856615
25.655045,34.86498,1.5611315,0.8086632
26.682833,34.707058,1.2260422,0.87643063
27.0087,34.992695,1.9043045,0.7501322
26.274693,35.04213,1.0181766,0.21240832
27.208572,35.061295,2.1300638,0.7648147
27.166483,35.354336,1.8407522,0.8900527
25.475662,35.31513,1.3186468,0.39219356
25.6923,35.127594,1.9001683,0.70796394
25.463041,35.108875,1.1578364,0.84593505
25.26223,35.208107,0.84534484,0.9468411
24.457819,35.037197,1.5414138,0.4267
24.932673,34.859398,1.2900654,0.3696393
25.217815,35.010868,1.3492618,0.68519187
25.785442,34.838856,1.2072924,0.59997857
27.230124,34.965145,1.1389444,0.46761295
26.36315,35.391556,1.5823152,0.8451631
26.175224,34.921593,1.4389688,1.0
25.9892,35.569473,1.129732,0.7234838
25.344763,34.468487,1.2455026,0.5577523
26.315722,35.52653,1.3351172,0.68775123
28.363054,34.960724,1.1504146,1.0
25.804972,34.711113,1.4354132,0.6216104
25.225615,35.478294,1.1205268,0.569125
25.920784,35.213326,1.1161963,0.3923817
24.916046,35.435246,1.3126537,0.6022733
26.714521,34.807507,1.3987168,0.6187413
26.54626,34.804996,1.1962682,0.5817469
26.424692,35.164726,2.1783342,0.891758
25.074318,35.10812,1.3691132,0.6693315
24.790873,34.982613,1.4439334,0.74632674
25.374924,34.927586,1.6622751,0.96437204
23.466377,35.0964,1.7778898,0.76145077
27.213154,34.89815,1.4720787,0.82751703
25.765753,34.906067,1.0110767,0.94759417
26.378616,35.30301,1.2614895,0.61785156
25.047188,35.143837,1.5112209,0.82569844
26.002352,34.746754,1.6869538,0.8238355
25.763231,35.009632,1.4030695,1.0
27.421862,35.009346,1.1358985,1.0
27.018835,34.85749,1.5985165,0.5345394
26.381517,34.665916,0.94524676,0.4391662
24.999176,35.156845,1.6889966,0.47315595
26.484018,34.72021,1.1889094,0.5834146
26.34528,35.17659,1.533483,0.46212882
25.421429,34.94253,1.5079635,0.6183409
26.665028,34.754875,1.6921569,0.7360131
25.920435,35.28176,1.2604715,0.7285101
25.443735,34.84614,1.2410545,0.7462442
24.169811,35.34652,1.4601768,0.76560444
26.939465,35.14119,0.8771924,0.27821413
26.66263,34.81175,1.1247848,0.5780207
26.341682,35.34372,0.9126609,0.957623
25.211464,35.1238,1.0449818,0.87661463
27.077267,35.220074,1.736593,0.59753317
25.98594,35.37514,1.6720047,0.49702382
25.435612,35.23543,1.788718,0.49930096
25.336174,34.926567,1.3146836,0.49062285
26.33169,35.31944,1.2699045,0.46088082
25.491344,34.985336,1.6906238,0.9610915
25.99439,34.740253,1.4193853,0.61688054
27.00418,35.01673,1.7063648,0.80980223
27.791677,34.66823,1.0640609,0.97270924
26.3847,34.839653,1.6501915,0.69969666
25.283081,34.902924,1.1891373,0.828756
23.925062,35.062046,0.95448726,0.32031134
26.414762,35.59844,1.5231013,1.0
23.42567,35.04144,1.2695227,0.48460814
26.532911,34.74722,1.6932558,0.9731112
26.876446,34.71925,1.1092482,0.67118067
26.182926,35.17399,1.440599,0.8112379
27.464037,35.427513,1.1917454,0.48991898
26.851667,35.120663,1.5738277,1.0
25.724916,35.097717,1.5654142,0.54929286
26.47311,35.25947,1.2575225,0.6764564
25.27895,35.302,1.1789696,0.6167307
25.800537,35.42168,1.1514344,0.70209163
26.55492,35.583714,1.4319974,0.9176716
27.171442,34.904022,1.1217746,0.7914518
25.31289,34.481945,1.5821435,0.8048598
26.336813,35.01133,2.0795813,0.94239706
25.983782,35.027752,1.5014961,0.72487724
25.88371,35.071053,1.3545004,0.6324717
25.792164,34.813324,1.1457592,0.44815013
25.941484,35.00843,1.1977935,0.9576742
26.958773,35.318626,1.2479244,0.9360699
28.900785,34.895863,1.4804592,0.3485183
25.29482,34.46702,1.5452037,0.2945451
24.703772,35.022106,1.277294,0.9526171
26.140408,35.27979,1.2939608,0.6635284
24.349045,34.955986,1.8157063,0.6311532
26.060068,35.36157,1.3230941,0.6672523
25.819977,34.773533,1.3416033,0.45535618
25.119091,34.499393,1.6242075,0.8563331
25.8333,34.97666,1.1990011,0.80737
26.187628,35.42562,0.9572289,0.67163366
25.662321,34.6728,1.0693188,0.9646992
27.457174,35.095177,0.8776699,0.27213556
26.460087,35.23706,1.4369888,0.3553392
25.62786,34.797863,1.9557879,0.36687005
26.90703,34.997837,1.3094902,0.5452714
25.694927,35.065083,1.8334323,0.47804433
25.290352,34.78332,1.1612707,0.70643073
26.767878,35.05365,1.1025025,0.7035462
25.874779,34.898903,1.7226516,0.5256522
25.18309,35.327976,1.7929586,0.77725494
26.331196,34.910965,1.1420437,0.65709347
26.380571,34.9048,1.4954339,0.7186014
25.369696,34.76159,1.5216275,1.0
26.894217,34.485058,1.1288661,0.63481736
26.981241,34.635475,1.5216736,0.66280645
26.744028,34.765545,1.1221359,0.8790556
27.98309,34.86222,1.6717706,0.8778378
25.085188,35.156685,1.5663587,0.7590426
25.223322,34.844715,1.1851392,0.6760324
27.06514,35.672787,1.4855233,0.75732857
27.06777,35.405663,1.2977376,0.57076174
24.344822,34.23361,1.3107268,0.85625464
28.322525,35.382286,1.022223,0.712819
25.249441,35.230106,1.1913545,0.2572393
26.832243,34.63316,1.1218183,0.8736397
27.361153,35.44048,1.7797387,0.23879868
26.531525,35.15666,1.580564,0.53839356
27.953205,35.1306,1.2959448,0.68281144
26.04389,35.040073,1.6302642,0.5569912
25.253254,34.944653,2.3009472,0.51359713
28.375225,35.314365,1.5863783,0.47458282
25.94046,34.713703,1.5122298,0.5205678
25.606558,35.175762,1.1560456,0.5413623
25.038263,35.42938,1.5641454,0.7609973
27.03958,35.201675,1.3878256,1.0
26.56408,34.65304,1.161811,0.5770182
26.123371,35.058292,1.3294009,0.7350181
26.20382,34.71424,1.2302184,0.36595407
24.98313,35.17278,1.2169094,0.9441933
25.404453,34.748367,0.9930198,0.5185498
24.359125,34.875397,1.3104975,1.0
24.554901,35.097893,1.5595834,1.0
26.549536,34.920605,1.8275595,0.55087876
24.840084,34.871918,0.860001,0.4527673
27.302347,34.32157,1.9974709,0.6652401
25.656961,35.12411,1.1674252,0.8899945
26.819471,35.10036,1.489679,0.6842549
27.07611,35.667324,1.1912934,0.61743146
27.296106,35.019543,1.1803948,0.86407727
24.948711,34.24683,1.1928501,0.2232653
26.555157,34.647064,1.4960634,0.6631252
26.004988,34.93747,1.2381761,0.99499494
25.996136,34.76333,1.3736622,0.525128
26.40555,34.593758,1.0478848,0.74026364
26.206192,34.945545,0.99790096,0.68102664
26.044281,35.366554,1.3549483,0.8202007
26.277975,34.631935,1.665823,1.0
24.361956,34.98715,1.0867281,0.5493015
27.484144,35.16378,1.3940699,0.5182171
27.359146,35.115562,1.3380318,0.4935967
25.942472,35.187054,1.5447601,0.526527
25.653896,35.399254,1.8483162,0.6865509
26.055605,34.90805,1.1097527,0.86788696
27.016712,35.02562,1.6323369,0.6608423
25.896915,35.56255,1.455666,0.8888015
25.63372,34.865616,1.6268859,0.6705253
26.647858,34.401585,1.5003865,0.6933846
24.322687,34.69554,1.0090415,0.85389125
25.571682,34.744194,1.0151184,0.79804057
27.065008,35.364044,1.2426633,0.74797964
26.767778,34.766323,1.33349,0.73290706
26.502293,34.933304,1.7227017,0.6223994
26.61351,35.365337,1.6284286,0.88473266
26.470217,34.547012,1.2226542,0.42616758
26.386215,34.75447,1.4401419,0.6219295
25.80443,35.118336,1.2442491,0.6290721
26.948345,34.814934,1.2285854,0.78891903
25.820679,35.003952,1.0052794,0.7949726
26.470139,34.82602,1.0292559,0.7387728
27.12579,34.803596,1.9138461,0.6790771
24.39342,35.197575,1.2403558,1.0
27.2834,34.926888,2.2412224,0.25538844
26.251991,35.483128,1.4874382,0.65182495
24.854355,35.085968,0.9448818,0.737726
26.201546,34.576416,1.3614491,0.7757928
24.971512,34.41204,1.3795047,0.6899055
25.224586,35.47315,1.1107246,0.5512825
24.64669,34.828415,2.0247808,0.6201897
25.750614,35.101685,1.0108192,0.60596883
26.309057,34.86027,1.4349482,1.0
26.181908,35.056232,1.3918008,0.5230355
25.679525,34.719173,1.6245942,0.45152497
26.03586,35.03123,1.4129684,0.6465429
26.5231,34.903828,1.1337188,0.73521936
25.047262,35.098248,1.154152,0.85364395
25.948103,35.088135,1.7374246,0.9704652
27.564407,35.28201,0.9610649,0.7982859
26.264402,35.175877,1.5141699,0.6586579
25.342234,35.49235,1.2943048,0.7325593
26.434607,34.915318,1.1919211,1.0
25.328075,34.747993,1.4546009,0.6974133
28.034443,35.01977,1.099314,0.99037033
23.811544,34.726475,1.6976136,0.79656017
25.541084,34.84422,1.6077274,0.6904286
26.261818,35.08338,1.3802567,0.80147904
25.978813,35.461826,1.3354992,0.64980984
27.521545,34.898914,1.566555,0.38485765
25.590189,34.89246,1.5521617,0.8055238
25.892023,34.524982,1.3853004,0.8597729
27.186462,35.207825,1.1628104,0.8329678
23.77091,35.18676,1.0983444,0.34809867
25.431492,34.86966,1.352631,0.6495857
26.434856,35.061203,1.4811858,0.6785221
26.966364,34.233925,1.4168187,0.6796158
27.870356,35.124096,2.4507399,0.61952454
25.497694,35.21931,1.557401,0.54307675
25.404934,35.38566,1.6935064,0.4631576
26.30794,35.11827,1.3606186,0.53262293
26.508905,35.66585,1.4249576,1.0
26.24381,34.835854,1.4691706,0.56199276
25.374052,34.88143,1.4867759,0.5846879
27.058876,34.657284,1.3741983,0.7527068
25.453268,35.06212,1.658298,0.7689435
24.822014,35.200207,1.1794256,0.40084073
25.646595,34.643654,1.0462354,0.33811563
27.322796,35.32973,1.4089447,0.3846281
27.499777,34.750904,1.2677357,0.85062695
27.254143,34.964638,1.1064876,0.77141285
25.297155,34.890156,1.2516434,0.6191424
27.046074,34.96708,1.1562531,0.6460044
25.05751,34.8535,1.3352641,0.6726579
27.295778,34.630066,1.6690714,0.74807835
25.36747,35.106792,1.2690072,0.941402
26.953896,35.306484,1.2364999,0.8055488
26.606726,35.132736,1.5645065,0.9383975
24.739208,34.31238,1.0715353,0.40804002
27.217384,34.761223,1.6996481,0.56025624
26.884434,35.009705,1.5039874,0.8790088
26.368319,35.130054,2.0123591,0.49367374
24.9273,34.773212,1.7812653,0.7989242
25.499504,35.051704,1.7894257,0.59300274
27.123936,34.59425,1.163362,0.64484954
25.526432,34.505424,1.4366938,0.63149357
25.93815,34.805775,1.6269957,0.7351854
25.55536,35.103325,1.4731582,0.68637234
26.900726,35.277363,1.7080017,0.44319963
27.211988,35.09268,1.6133945,0.7029258
24.90913,35.19266,1.5237513,0.7655549
26.717789,35.28028,1.714476,0.86696374
26.814499,34.83672,2.1326096,0.6610358
25.453123,34.81056,1.2442411,0.47364852
26.427279,34.653656,1.3972707,1.0
25.616678,34.993626,1.4018362,0.6358136
25.858633,35.009544,1.7738053,0.6422682
26.503492,34.597294,1.3010681,0.59113336
27.270264,34.713585,1.3382331,0.83889043
25.748001,34.726143,1.5739448,0.5853584
26.385487,35.22921,1.451945,0.95212585
26.512712,35.193085,1.4805061,0.56623876
25.541018,34.857292,1.3497742,0.6089763
25.132175,35.04462,1.4198815,0.6603368
25.99819,35.091476,1.7523432,0.4946922
25.875784,35.32641,0.99007344,0.39861527
27.13407,34.65113,1.4017897,0.48668975
26.104763,34.92873,1.1346174,0.53237534
26.077349,35.28025,1.6708404,0.64473134
27.654097,35.1706,1.602009,0.7954412
29.180428,35.031902,1.1900598,0.7293881
25.695332,34.658684,1.2631553,1.0
26.83048,35.199417,1.4909786,1.0
27.438372,34.473915,1.6491731,1.0
26.817547,35.280396,1.7493684,0.89108473
27.24887,35.347145,0.9851134,0.6184568
26.47515,34.970985,1.2531948,0.81743455
23.990223,35.130417,1.011171,0.86870575
26.8518,35.71915,1.0265387,0.6724068
26.52339,35.414646,1.6240673,0.71740997
25.81856,34.90126,0.88726014,0.8383916
26.817423,34.782703,1.4912351,0.7977062
26.201273,35.11721,1.0653925,1.0
25.918198,35.094025,1.1952413,0.87561
26.840624,34.873386,1.2045046,0.87506264
25.458565,35.068813,1.920744,0.83087933
24.55438,34.565308,1.2499803,0.7693687
27.859892,34.807575,1.2216992,0.44932857
25.805012,34.98709,0.8968884,0.7406
25.845463,35.49829,1.1906387,0.5807797
25.710718,34.635117,1.640124,0.6483471
24.764894,34.820347,0.90456235,0.40393645
26.341078,35.526386,1.1314998,0.6021069
25.382301,35.041065,1.2437932,0.7966826
26.803528,34.517677,1.3285701,0.70551574
25.646427,34.779182,1.4313588,0.59826154
25.732878,35.01556,1.5458865,0.71155727
25.202803,34.909985,1.2794199,0.5211307
26.772442,34.90567,0.96917623,0.21422343
25.734644,35.22515,1.4975829,0.68778867
25.674435,34.963737,1.2287613,0.4959755
27.536661,34.857403,1.776872,0.29465526
26.539597,34.090843,1.4814013,0.6409036
26.340773,35.389717,0.9391745,0.66182023
25.778402,34.974598,0.9558101,0.6966329
25.384527,34.873573,1.2822901,0.6321291
26.987825,34.791637,1.5707083,0.8583901
25.490818,35.2458,1.8130574,0.82757145
26.56876,35.23613,1.8347689,0.6016255
25.516975,34.961823,2.15934,0.7616906
25.91329,35.35029,1.3604336,0.6115677
26.313314,35.01839,1.423158,0.42867476
25.8701,34.945786,1.6358782,0.5474948
25.544533,34.879772,1.2049317,0.8522876
25.388268,34.9674,1.9057943,0.7189368
25.7836,34.78651,1.0466484,0.80707586
23.945007,35.431107,0.91651,1.0
27.291113,35.21776,1.068812,0.8540266
25.899437,35.111515,2.1821537,0.32731694
26.943624,34.663925,1.327763,0.76927745
23.795883,34.652622,2.25465,0.6445755
26.527517,35.06289,1.6025419,0.60864675
24.156595,34.720196,1.5809929,0.90742195
25.183504,34.946476,1.4904752,0.59174186
27.547556,35.154636,1.1509435,0.5058661
26.275637,34.849518,0.9373808,0.6202268
23.655588,35.244663,1.4699576,0.76225364
25.982168,34.69282,1.5924305,0.9542344
27.269062,35.286293,1.9047532,0.47868484
24.571215,35.06117,1.7193463,0.77083546
26.744827,34.75728,1.4426583,0.8030817
27.080114,34.799366,1.5640453,1.0
26.961277,35.68016,1.3485938,0.821441
24.910383,34.82405,1.1290954,0.79557025
26.782425,34.903793,1.5744394,1.0
27.35266,34.915466,1.3449531,0.88212234
25.430614,35.24936,1.3393084,0.70358056
25.254335,34.790062,1.2339053,0.59292215
24.983362,34.812557,1.457395,0.7899173
25.14729,34.45848,1.2416642,0.61942387
26.308022,35.04603,1.4825342,0.9038856
25.398062,34.85323,1.517944,0.6148628
26.937147,35.158043,1.2535577,0.659792
28.278593,35.2666,1.518682,0.84451234
25.252695,34.860466,1.6206988,0.7934228
25.642748,35.281986,1.4709268,0.68017817
27.30893,34.56691,1.8814005,0.42354771
25.6128,35.24995,1.3572643,0.7000739
24.990568,35.432247,1.3014264,0.4616081
26.193024,34.651535,1.4746964,0.7856793
26.876965,34.717033,1.0538983,0.6672067
25.159828,34.940506,1.1672151,0.76997864
27.081192,34.74781,1.6673372,0.8940751
